maritime_area,registration_number,imo_number,ship_name,callsign,mmsi,shiptype,length,tonnage,tonnage_unit,materiel_onboard,atis_code,radio_license_status,date_first_license,date_inactivity_license
BR,638225Y,,SPONTUS,FU5007,227591030,FISHING,9.5,8.35,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,08/04/1987,
LO,614592K,,SAINT TUDY,FH2387,227001450,PASSENGERS SHIP,44.5,437.92,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS SARSAT PLB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,07/09/1985,
LO,293333R,,GUERVEUR,FJ7259,227002750,PLEASURE CRAFT,42.65,456.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,01/07/1966,
SN,738263K,,CARLA EGLANTINE,FHZW,228931000,FISHING,17.8,49.97,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,20/12/1988,
BR,498410A,,LIBERTE,FS5956,227621940,FISHING,10.6,9.58,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,01/10/1981,
AC,424750K,,LE CHAT,FPPJ,227100500,FISHING,15,29,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/08/1980,
LO,738063T,,OCEANIE,FVBW,228370000,FISHING,17.8,49.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,29/07/1988,
AC,734518P,,LE SOLITAIRE,FI2067,227312140,FISHING,17.33,38.16,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,11/12/1987,
AC,719992A,,ATALANTE,FHUX,228211000,FISHING,16,45,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,04/02/1988,
MX,584781G,,VIERGE DE L'OCEAN,FHBO,227330000,FISHING,22,121,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,23/04/1985,
GV,642081P,,ODESSA,FHBX,228306000,FISHING,15.3,49.51,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,16/04/1985,
NA,650860G,8622983,BELEM,FUZW,227051000,OTHER,58,507,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - LRIT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,24/04/1986,
NO,678936Z,,EXOCET,FU9066,227559990,FISHING,11.91,14.94,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,03/09/1987,
CC,750110M,,ALIXEL II,FGAP,227962000,FISHING,14.15,34.96,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,27/04/1989,
GV,555513U,,VICTOR EMMANUEL,FHBY,227912000,FISHING,20.4,49.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,20/04/1985,
BA,195536P,,MISS JACQUELINE 2,FIAT,227579000,FISHING,29.22,212,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,15/02/1989,
GV,622485P,,NARVAL III,FW3658,228171600,FISHING,15,29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,19/02/1985,
GV,329018D,,KAN AR MOOR,FS4492,228213700,FISHING,16.1,29.83,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,04/09/1987,
GV,642083S,,CELTICA,FHDL,227340000,FISHING,20.5,92.43,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/11/1985,
GV,407019M,,ELLUMA,FP3009,227592190,FISHING,11.95,20.35,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1985,
AD,550012P,,FLIPPEN,FH5894,227766910,PLEASURE CRAFT,11.75,15.38,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RECEPTEUR NAVTEX,,ACTIVE,12/07/1985,
BR,732230C,,MAM GOZ,FI3738,227322690,FISHING,9.85,9.75,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,29/04/1988,
GV,642084T,,ANITA CONTI,FHDJ,228195000,FISHING,17.3,34.6,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,18/09/1985,
BL,644260H,,JEAN PAUL II,FS7855,227314170,FISHING,17.2,49.98,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,17/10/1985,
CC,698996D,,KATSOU,FI9145,227734820,PLEASURE CRAFT,13,19,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,23/12/1988,
GV,642406T,,LESK NE DA LAR,FHKS,228160000,FISHING,16.5,39.4,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,31/03/1987,
BR,638193N,,SCOUBIDOU,FU5155,227683480,FISHING,8.5,7.73,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,27/04/1987,
GV,711864R,,ANTAEUS,FGCB,227941000,FISHING,21,128.79,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/12/1989,
GV,642093C,,KELIG FLORIAN,FHDB,227483000,FISHING,22,87.87,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,17/07/1986,
GV,614250N,,L'AMBRE,FUJW,227108900,FISHING,14.39,29.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/04/1986,
SN,691978A,,EL AMANECER,FHKI,228157000,FISHING,19.85,54.17,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,28/01/1987,
LO,649729C,,MARIE LOU,FHCP,227307000,FISHING,20,49,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,13/11/1986,
DZ,683751H,,PACIFIC,FI2333,227653980,PLEASURE CRAFT,12,14,UMS,VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,17/02/1988,
NO,707251B,,ROSEAU DU LAC,FHMW,227977000,FISHING,16.17,38.48,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,07/08/1987,
GV,407012E,,L'ARGONAUTE,FPDI,227472000,FISHING,16.2,29.27,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (AIS),,ACTIVE,01/01/1978,
GV,176269X,,EN AVANT,FT7877,227590980,FISHING,15.5,28.94,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,07/06/1984,
BA,544928N,,MELODIE,FPSR,227894000,FISHING,33,328,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/06/1981,
MX,572419V,,AN TUAZ COZ,FV6836,228143600,FISHING,15.6,25.06,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,17/03/1983,
BA,554169H,,ARMOR 2,FUKR,227926000,FISHING,26.05,171,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/07/1982,
BR,637585C,,ETOILE D'ARVOR II,FHDN,226199000,FISHING,14.83,29.04,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,26/11/1985,
CH,711553C,,LE TIBERIADE,FVRK,228192000,FISHING,19,64.22,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,14/02/1989,
LR,611739J,,LUI 2,FINP,227408000,FISHING,23.95,97.27,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,30/03/1984,
BA,683671W,,ALBATOR II,FHVE,227512000,FISHING,24,124,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,INACTIVE,01/06/1988,18/04/2016
BR,638333R,,JEAN CAM  SNS 065,FKDQ,227004410,BULK,17.77,33.96,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,24/08/1988,
DP,494385A,,VILLE DE PARIS,FV6853,227017600,BULK,17,32,TX,VHF - VHF ASN - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1980,
MX,615518S,,OCEANE,FHDQ,228827000,FISHING,19.6,72.78,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,06/01/1986,
IO,555507M,,MARJANIC,FVEN,227353000,FISHING,20.61,49.95,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,29/02/1988,
ST,172471V,7302732,PROVENCAL 1,FKQP,228124800,BULK,32,298,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,09/12/1987,22/12/2016
BR,280032H,,KROG E BARZ,FT3494,227676870,FISHING,8.9,5.17,TX,VHF ASN - AIS - VHF PORTATIVE ASN,,ACTIVE,02/05/1983,
SN,686630M,,ATALANTE,FVRQ,228854000,FISHING,20.4,98.87,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,05/10/1989,
SN,275129D,,COGNAC,FO3588,227004390,BULK,31,229.98,TX,VHF - AIS - RADAR 9 PAN (BANDE X) - DIVERS,,INACTIVE,06/02/1975,01/09/2016
LR,724656V,8874457,AGORRETA,FGOO,227338000,FISHING,23.6,235,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/11/1990,
BA,683609D,,GRAND SAINT BERNARD,FHVF,227376000,FISHING,32,273,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,27/07/1988,
CC,545762V,,TOURMALET,FIGZ,227384000,FISHING,34,222,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,12/12/1983,
BA,544859N,,ASPIN,FPSH,227380000,FISHING,34,340,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/06/1981,
CC,622598M,8324531,LARCHE,FVEV,227382000,FISHING,34.3,319,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,10/01/1985,
NO,571476V,,REFUGE DU PECHEUR,FHFJ,227856000,FISHING,11.97,19.66,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,26/03/1986,
LO,691280S,,LE DOLMEN,FHMD,228374000,FISHING,19.5,58.99,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,02/06/1989,
BR,300126Z,,VENUS II,FH3587,227589520,FISHING,10.14,8.74,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,09/10/1987,
BA,492389F,,L'ESPOIR,FPOA,228843000,FISHING,20.48,49.95,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,25/10/1989,
NO,424713V,,CORTO MALTESE II,FPMJ,228840000,FISHING,23.09,80.19,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,01/10/1980,
ST,663275B,,MEDITERRANEE,FHFK,227520000,FISHING,18.26,49.46,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,03/04/1986,
BA,462623B,,ESPEMAR,FPHZ,227803000,FISHING,20.6,58.86,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,13/04/1988,
CC,544907R,,VAG A LAMM,FJ5011,228208700,FISHING,15,28,TX,VHF - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,01/02/1982,
SB,722230H,,LES ALIZES,FI8710,227323270,FISHING,11.9,9.1,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,15/11/1988,
BR,639751G,,LUDIVINE,FVXR,227988000,FISHING,15.8,47.48,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,15/03/1989,
GV,555037B,,MEN AR GROAS,FIKN,227877000,FISHING,19.5,49.95,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,09/06/1983,
GV,445971B,,LE COMMODORE,FPNE,228893000,FISHING,15.7,30,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,01/01/1980,
IO,703652P,,LE SPHINX,FHXY,227589000,FISHING,14.4,34.57,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,25/07/1989,
IO,555516X,,CHALLENGER,FVDZ,228282000,FISHING,16.2,29.43,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/06/1984,
SN,683849P,,MAT MA CO,FVNS,228194000,FISHING,18,65.43,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,03/05/1989,
BR,385975N,7700013,THALIA,FPCS,227270000,FISHING,23.4,135,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/01/1981,
GV,302887A,,NOTRE DAME DE LA JOIE,FI7785,227318020,FISHING,14,,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,07/02/1989,
BR,555183K,,MENESTREL,FS5965,227616510,FISHING,10,9.87,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1982,
BR,637573P,,L'AVENTURIERE II,FHAR,227019400,BULK,24,119,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,06/09/1985,
GV,642580G,,CHRIST DA II,FHKZ,228240000,FISHING,22.4,49,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,16/06/1987,
BA,535899Z,,SHERPA,FKKW,228301000,FISHING,15.13,19.8,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,24/10/1980,
YE,425080U,,MESCALEROS,FIOG,228849000,FISHING,11.98,11.48,TX,VHF - VHF ASN - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,INACTIVE,26/10/1984,01/10/2013
LO,425329P,,MIREN,FHZV,227300000,FISHING,22,87.64,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,22/12/1988,
LS,738694D,,MELISSA III,FGBC,226004000,FISHING,15,46,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,13/03/1989,22/06/2016
GV,611916B,,LE BALBUZARD II,FINH,227406000,FISHING,20.41,49.95,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,12/01/1984,
MX,690811G,8707329,BRETAGNE,FNBR,227286000,PASSENGERS SHIP,152,21529,TX,VHF - AIS - VHF PORTATIVE - UHF - VHF - UHF - VHF AERO - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD),,ACTIVE,31/05/1989,
LS,683637J,,ALF,FVFP,228378000,FISHING,23.61,99.29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,17/10/1988,
GV,555226G,,LOCLEADE,FIGT,227320000,FISHING,19.5,49.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/02/1983,
SN,711464F,,VILLE DU CROISIC V,FHZY,228920000,FISHING,20.8,78.89,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD),,ACTIVE,28/12/1988,
IO,660614J,,NOUVELLE VAGUE,FVHH,227802000,FISHING,15,40,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,11/04/1989,
GV,707947H,,LE LESPENHY,FGDY,228853000,FISHING,15.4,51.94,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,12/07/1989,
GV,317543F,,BERENICE,FORK,228118700,FISHING,15,29,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,01/07/1976,
CC,642420H,,LIBERTYS,FHKM,228387000,FISHING,16,46,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,20/02/1987,
LS,556901C,,PROMETHEE,FITP,227443000,FISHING,20.6,49.98,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/01/1987,
YE,425048J,,LE REQUIN BLEU,FVDD,227479000,FISHING,20.4,49.65,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,27/01/1984,
BA,424711T,,TENIA,FPMH,227575000,FISHING,22.09,157,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/06/1981,
SN,711700M,,KEFELEG AR MOR,FGIK,227852000,FISHING,18.1,92.11,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,28/09/1989,
PL,721150J,,GIMACO,FHZG,228806000,FISHING,16,41.71,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,21/03/1988,
